X,Y,OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,ACCESSIBLE,BUSPADID,FDMID,FCODE,SOURCE,SACC,ADDDATE,MODDATE
-63.674855682400441,44.63476011407797,425550,BS371,6189,Yes,St Margarets Bay Rd After Sheppards Run (6189),Non-Standard,CPD891,300003392,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.720100000031699,44.715562400599737,425551,BS1047,9054,Yes,Kearney Lake Rd After Blue Mountain Dr (9054),Non-Standard,CPD1418,100001757,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.679219300097024,44.700801800895832,425552,BS1376,8879,Yes,Larry Uteck Blvd Before Southgate Dr (8879),Accessible,CPD1545,700006890,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.508139999749112,44.666702800962575,425553,BS1318,8829,Yes,Portland Hills Dr Before Summer Field Way (8829),Non-Standard,CPD1489,700001576,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.62000399958653,44.637964001089209,425554,BS611,6903,Yes,Herring Cove Rd Before Purcells Cove Rd (6903),Non-Standard,CPD1070,700005143,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617533300178536,44.644519600937635,425555,BS2050,6408,Yes,Chebucto Rd Before Philip St (6408),Accessible,CPD1988,300001658,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.534285600840711,44.693093101013623,425556,BS2266,6591,Yes,Dunbarton Ave After Caledonia Rd (6591),Accessible,CPD2250,200001101,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.535218699790931,44.66483510052435,425557,BS500,6727,Yes,Gaston Rd After Marilyn Dr (6727),Accessible,CPD834,200002206,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.581900700067507,44.672478300966141,425558,BS1406,8612,Yes,Wyse Rd After Boland Rd (8612),Accessible,CPD1575,200000381,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.605235200445563,44.661677101008401,425559,BS551,8197,Yes,Robie St Before Stairs St (8197),Accessible,CPD871,300000533,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.6742117996492,44.718763201331228,425560,BS775,6240,Yes,Bedford Hwy Before Holland Ave (6240),Accessible,CPD2526,100001794,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.60874649929552,44.708036300926977,425561,BS394,7249,Yes,Mosher Dr Before Akerley Blvd (7249),Non-Standard,CPD912,200000720,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.580146399912103,44.671589600400509,425562,BS1409,8616,Yes,Wyse Rd Before Boland Rd (8616),Accessible,CPD1578,700004674,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.683325800196364,44.717279800642977,425563,BS1589,6804,Yes,Hammonds Plains Rd After Basinview Dr (6804),Accessible,CPD1755,100001750,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.666460700593213,44.675821500838197,425564,BS1659,8251,Yes,Ross St After 2nd Norman Cr (8251),Accessible,CPD1919,300000105,Conventional Transit Bus Stop,04/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.525690099790687,44.676280501222131,425565,BS1784,6634,Yes,Ellenvale Ave Before Waltdale Dr (6634),Accessible,CPD1855,200000995,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.686157500177686,44.858312301021705,425566,BS79,8743,Yes,Beaver Bank Rd Before Castor Ln (8743),Inaccessible,CPD587,100000743,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.623642299556394,44.606303600372669,425567,BS1017,7137,Yes,Leiblin Dr After 1st Avon Cr (7137),Accessible,CPD1324,300002888,Conventional Transit Bus Stop,06/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.619653800356168,44.66406980110785,425568,BS470,7093,Yes,Lady Hammond Rd After MacKintosh St (7093),Accessible,CPD807,700004932,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.608791300075374,44.630288401108693,425569,BS969,8097,Yes,Purcells Cove Rd Before Colindale St (8097),Accessible,CPD1196,300002369,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.535192399814363,44.695811801330663,425570,BS533,6358,Yes,Caledonia Rd After Gourok Ave (6358),Accessible,CPD859,700008272,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.7109624995567,44.782303000631245,425571,BS49,7320,Yes,Sackville Dr Before Lucasville Rd (7320),Non-Standard,CPD557,100001360,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.572734500215816,44.644562601189975,425572,BS2083,6122,Yes,Barrington St Before Spring Garden Rd (6122),Accessible,CPD378,300001620,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.593691599312976,44.653156101164633,425573,BS851,8178,Yes,Robie St After Charles St (8178),Accessible,CPD180,300003528,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.605249199790947,44.651010800555902,425574,BS860,7405,Yes,Oxford St Before Berlin St (7405),Accessible,CPD1107,300001224,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.60775389953411,44.600822901002914,425575,BS607,6899,Yes,Herring Cove Rd Before McIntosh St (6899),Accessible,CPD137,300002661,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.580833300287352,44.653404701276038,425576,BS829,6125,Yes,Barrington St After Cornwallis St (6125),Accessible,CPD1247,300001028,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.631032400733979,44.632092000400199,425577,BS1309,8803,Yes,Walter Havill Dr After Ridgestone Ct (8803),Accessible,CPD1480,700002097,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.645733800177503,44.654558901343222,425578,BS1592,7158,Yes,Main Ave After Willett St (7158),Non-Standard,CPD1758,300003362,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483644300203878,44.616206500919802,425579,BS1769,8661,Yes,Hornes Rd At Civic 41 (8661),Inaccessible,CPD1842,200002073,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.586486500778257,44.683079700324626,425580,BS849,8176,Yes,Robert Burns Dr After Brule St (8176),Non-Standard,CPD1262,200000672,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.507765099543384,44.62165240106804,425581,BS2304,7494,Yes,Main Rd After Morris Ave (7494),Non-Standard,CPD2352,200002979,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617641199522275,44.626847300880605,425582,BS925,6931,Yes,Highfield St After Punch Bowl Dr (6931),Accessible,CPD1156,300002419,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.628966500159343,44.601875901492313,425583,BS1021,7141,Yes,Leiblin Dr After Elmdale Cr (7141),Non-Standard,CPD1327,300002850,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.591637189987445,44.64686403231466,425584,BS943,8150,Yes,Quinpool Rd Before Windsor St (8150),Accessible,CPD1172,300001492,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.624784400540634,44.634279800393429,425585,BS657,7188,Yes,Mayo St Before Withrod Dr (7188),Accessible,CPD993,300002221,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.492453400865521,44.660147800990515,425586,BS527,6352,Yes,Caldwell Rd At Civic 307 (6352),Accessible,CPD853,200002884,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.574569699052461,44.670383501360625,425587,BS1603,7612,Yes,Bridge Terminal Bay 12 (7612),Accessible,CPD234,700010359,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.605105899638524,44.672289400604782,425588,BS2175,6098,Yes,Barrington St Before Vestry St (6098),Accessible,CPD2174,300000159,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.588845899820853,44.67260660061563,425589,BS1369,8523,Yes,Windmill Rd Before Elmwood Ave (8523),Accessible,CPD1538,200000320,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.596827099641928,44.656176700884288,425590,BS1171,8182,Yes,Robie St After May St (8182),Accessible,CPD1266,300000816,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.697129100849743,44.637857100851363,425591,BS462,6163,Yes,St Margarets Bay Rd At Civic 1445 (6163),Accessible,CPD800,700001607,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.58569989998287,44.675244901170643,425592,BS1408,8615,Yes,Wyse Rd Before Russell St (8615),Accessible,CPD1577,200000384,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.697282300436605,44.724173800944179,425593,BS2643,6717,Yes,Innovation Dr After Angus Morton Dr (6717),Accessible,CPD2482,700006253,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.556978299864006,44.666792700260423,425594,BS2291,7480,Yes,Pleasant St After Linden Lea (7480),Accessible,CPD2346,200000766,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.605909616933332,44.642894226317644,425595,BS938,8145,Yes,Quinpool Rd Before Newton Ave (8145),Accessible,CPD1167,300001752,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.626505599574472,44.636060000763948,425596,BS1692,6663,Yes,Fenwood Rd Before Edgehill Rd (6663),Non-Standard,CPD1948,300002134,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.469157999660212,44.60125860050772,425597,BS1090,8274,Yes,Shore Rd Before Himmelman Dr (8274),Non-Standard,CPD1337,200001803,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.688342499392697,44.799083601207379,425598,BS130,8712,Yes,Beaver Bank Rd After Woodbine Dr (8712),Non-Standard,CPD530,100000606,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.645318120051137,44.663905425762998,425599,BS1725,7075,Yes,Lacewood Dr Before Bayview Rd (7075),Accessible,CPD1815,300000474,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,2016-11-22T00:00:00.000Z
-63.644986499777481,44.651950401420038,425600,BS1749,8490,Yes,Willett St After Coronation Ave (8490),Accessible,CPD281,300001177,Conventional Transit Bus Stop,04/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.543812399718803,44.668543201140992,425601,BS600,8028,Yes,Portland St Before Joffre St (8028),Accessible,CPD135,200000885,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.324825760215845,44.740579119892701,425602,BS1432,8782,Yes,Hwy 7 After Sandy Ln (8782),Inaccessible,CPD1665,400000443,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.505853000426839,44.669896901144376,425603,BS2684,8957,Yes,Portland Hills Terminal  Bay 8 (8957),Accessible,CPD2475,700010475,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.640805900345313,44.750000001206296,425604,BS1357,8199,Yes,Damascus Rd After Verdi Dr (8199),Accessible,CPD1528,700005692,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.563957199915251,44.678023001198454,425605,BS1957,6530,Yes,Crichton Ave After Oakdale Cr (6530),Accessible,CPD2044,200000754,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.600153400340581,44.644240900317683,425606,BS861,7412,Yes,Oxford St After Quinpool Rd (7412),Accessible,CPD151,300001667,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.581048799835813,44.682275001094602,425607,BS727,6024,Yes,Albro Lake Rd Opposite Sheridan St (6024),Accessible,CPD131,200000065,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.649380299969295,44.728250200811004,425608,BS2147,6554,Yes,Dartmouth Rd After Obrine St (6554),Accessible,CPD2154,100001163,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548746599436079,44.667421901359283,425609,BS1871,8042,Yes,Portland St After Lakefront Rd (8042),Accessible,CPD320,200000842,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.598564300365908,44.684602401225263,425610,BS1930,8512,Yes,Windmill Rd Before Nootka Ave (8512),Accessible,CPD2139,700004651,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.771770499591213,44.733826100783673,425611,BS2228,6828,Yes,Hammonds Plains Rd At Civic 1858 (6828),Non-Standard,CPD2216,700001280,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.612197600241657,44.709151600769772,425612,BS393,7248,Yes,Mosher Dr After Pettipas Dr (7248),Non-Standard,CPD911,200002956,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.464732200579661,44.741263500996752,425613,BS999,7116,Yes,North Preston Rd After Smith Ln (7116),Non-Standard,CPD1310,700003164,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.704582100266876,44.792879900973901,425614,BS473,7230,Yes,Millwood Dr After Rossing Dr (7230),Non-Standard,CPD809,100000586,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.46710430000374,44.604124901187575,425615,BS428,6339,Yes,Caldwell Rd Before Hillside Ln (6339),Accessible,CPD772,200001795,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.581756700127471,44.650386600997351,425616,BS1564,6456,Yes,Cogswell St After Gottingen St (6456),Accessible,CPD1732,300001257,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.608680400358601,44.631551501079564,425617,BS2198,8118,Yes,Purcells Cove Rd After Dingle Rd (8118),Accessible,CPD363,300002291,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.590683846603952,44.647949974228602,425618,BS1173,8184,Yes,Robie St After Quinpool Rd (8184),Accessible,CPD183,700004832,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.467828800263533,44.70985560130817,425619,BS483,7104,Yes,Lake Major Rd At Civic 148 (7104),Non-Standard,CPD817,700000483,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.661844599707933,44.756243401574075,425620,BS1854,6442,Yes,Cobequid Rd Before Hillside Ave (6442),Non-Standard,CPD2016,100002560,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.494429999917777,44.67907190089722,425621,BS2067,6426,Yes,Circassion Dr After Ellerslie Cr (6426),Accessible,CPD2004,200001565,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.420497400681548,44.728141500712802,425622,BS1622,8771,Yes,Brooks Dr At Civic 344 (8771),Inaccessible,CPD1639,400000485,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.61328819991234,44.66204050084405,425623,BS1220,7046,Yes,Kempt Rd After Commission St (7046),Non-Standard,CPD1304,300000557,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.591528600737568,44.65759660147927,425624,BS300,6781,Yes,Gottingen St Before North St (6781),Accessible,CPD40,300000731,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.708303600401742,44.64418870072555,425625,BS447,6148,Yes,St Margarets Bay Rd Before Wilbert Devoe Cr (6148),Accessible,CPD789,300002950,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483386099238409,44.678056701118294,425626,BS1474,6042,Yes,Arklow Dr After 2nd Navara Cr (6042),Non-Standard,CPD1773,200002965,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.650937199832612,44.656760900720194,425627,BS2078,6602,Yes,Dunbrack St After Willett St (6602),Accessible,CPD2255,300000897,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.546335799691256,44.667164600326657,425628,BS1873,8044,Yes,Portland St After Prince Arthur Ave (8044),Accessible,CPD2024,200000884,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.62962239967414,44.65693600079647,425629,BS677,6985,Yes,Joseph Howe Dr Before Scot St (6985),Accessible,CPD1009,300000828,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.612751441258716,44.645726102583808,425630,BS2051,6409,Yes,Chebucto Rd Before Quinn St (6409),Accessible,CPD1989,700004892,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.391090700411254,44.734210100491275,425631,BS24,8921,Yes,Hwy 7 Before Robina Dr (8921),Non-Standard,CPD485,700002698,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.421142600362998,44.728321301235646,425632,BS114,8927,Yes,Brooks Dr Before Civic 362 (8927),Inaccessible,CPD514,400000485,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.630393299715003,44.636771800984292,425633,BS1806,6661,Yes,Fenwood Rd After St Margarets Bay Rd (6661),Inaccessible,CPD1877,300002117,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.598128100921826,44.712119200900659,425634,BS844,6003,Yes,Akerley Blvd After Joseph Zatzman Dr (6003),Non-Standard,CPD1258,700004265,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.708400799013795,44.782105100934444,425635,BS2444,7221,Yes,Millwood Dr Before Sackville Dr (7221),Non-Standard,CPD2413,100002023,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.494401299642767,44.694647601222819,425636,BS882,8381,Yes,Taranaki Dr Opposite Karen Dr (8381),Inaccessible,CPD1126,200002374,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.584684800118566,44.640990900392204,425637,BS1119,8329,Yes,Spring Garden Rd Before Carlton St (8329),Accessible,CPD1359,300001860,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.400553702734499,44.721862158441652,425638,BS26,8923,Yes,Hwy 7 After Bell St (8923),Non-Standard,CPD487,700000450,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617171999567901,44.654885200887527,425639,BS2319,6496,Yes,Connaught Ave After Chester Ave (6496),Accessible,CPD2428,300000936,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.552228799159039,44.67893720119141,425640,BS1506,8069,Yes,Prince Albert Rd Before Celtic Dr (8069),Accessible,CPD266,200000891,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.478326200060039,44.708460201275571,425641,BS2061,6420,Yes,Cherry Brook Rd After Bundy Ln (6420),Inaccessible,CPD1998,200003143,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.674882200667632,44.648514500767234,425642,BS2105,6386,Yes,Chain Lake Dr After Oland Cr (6386),Non-Standard,CPD2276,300003398,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.696780599435272,44.770379200888044,425643,BS1919,8432,Yes,Downsview Dr Before Old Sackville Rd (8432),Inaccessible,CPD2130,700008146,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.66532560017999,44.777053200873603,425644,BS2032,6691,Yes,First Lake Dr Before Quaker Cr (6691),Non-Standard,CPD1974,100000657,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.283222800419701,44.74412540096116,425645,BS11,8909,Yes,Lakeview Shopping Centre (8909),Accessible,CPD473,700010463,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.696885200165262,44.637734100678479,425646,BS565,6181,Yes,St Margarets Bay Rd Before Raines Mill Rd (6181),Non-Standard,CPD883,700001607,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.612846799222766,44.660122600987364,425647,BS1148,8565,Yes,Windsor St Before Maxwell St (8565),Accessible,CPD1381,700009829,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.624463199825968,44.630345801043219,425648,BS399,7254,Yes,Mountain Rd Before Wildwood Ave (7254),Non-Standard,CPD917,300002326,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.601450600848516,44.660294900574897,425649,BS1422,8630,Yes,Young St Before Agricola St (8630),Accessible,CPD1586,300000593,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.566191099821076,44.565624900651819,425650,BS1944,7056,Yes,Ketch Harbour Rd After Latter Pond Ln (7056),Inaccessible,CPD2034,700002729,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.576581399774454,44.648897900834697,425651,BS2265,6590,Yes,Duke St Before Albemarle St (6590),Accessible,CPD457,300001348,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.706966200284853,44.792866900498332,425652,BS494,7232,Yes,Millwood Dr Before Jackladder Dr (7232),Non-Standard,CPD828,100000585,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617151300587118,44.610165600792122,425653,BS615,6907,Yes,Herring Cove Rd Before Levis St (6907),Accessible,CPD1072,300002603,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.455721899752263,44.691189801250111,425654,BS122,8935,Yes,Ross Rd Before Glendale Dr (8935),Inaccessible,CPD522,200003019,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.545290599976695,44.717521901377282,425655,BS2203,8444,Yes,Waverley Rd After Lakewood Ct (8444),Non-Standard,CPD2192,200001837,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.465200399810797,44.703837801061596,425656,BS1617,8766,Yes,Ross Rd Before Hwy 7 (8766),Non-Standard,CPD1634,200003064,Conventional Transit Bus Stop,19/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.591784299895004,44.702717400717226,425657,BS876,6955,Yes,Ilsley Ave At Civic 41 (6955),Non-Standard,CPD153,200000721,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.558753899973134,44.667848500576262,425658,BS2428,7468,Yes,Pleasant St Before St Georges Ln (7468),Accessible,CPD2402,200000764,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.635581700199808,44.665394900293009,425659,BS1178,6289,Yes,Bedford Hwy Before Bayview Rd (6289),Inaccessible,CPD1268,700004967,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.594554900063955,44.646256801357644,425660,BS652,8138,Yes,Quinpool Rd After Quingate Pl (8138),Accessible,CPD150,300001543,Conventional Transit Bus Stop,05/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.652432400707262,44.761797901399753,425661,BS1851,6439,Yes,Cobequid Rd After Judy Anne Ct (6439),Accessible,CPD2013,100001347,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.68569320053318,44.71890160063969,425662,BS2225,6825,Yes,Hammonds Plains Rd Before Lake Dr (6825),Inaccessible,CPD2213,100001109,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589017668482974,44.684465625211345,425663,BS2667,8140,Yes,Highfield Terminal Bay 1 (8140),Accessible,CPD2495,700010391,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.258851054908938,44.679683274154236,425664,BS4,8899,Yes,Hwy 207 At Civic 6344 (8899),Inaccessible,CPD2469,700000348,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.646614200359899,44.728375400963365,425665,BS2144,6551,Yes,Dartmouth Rd After Brentwood Dr (6551),Non-Standard,CPD2151,700009825,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.418687300773932,44.724943001429061,425666,BS1647,8772,Yes,Upper Partridge River Rd At Civic 52 (8772),Inaccessible,CPD1655,400000484,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.664670999629088,44.681590201215371,425667,BS812,9031,Yes,Kearney Lake Rd After Pinewood Terr (9031),Accessible,CPD1230,300000044,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.679599700687248,44.719960800782538,425668,BS689,6139,Yes,Basinview Dr Before Roy Cr (6139),Non-Standard,CPD1021,100001078,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.601862800003161,44.700158200287824,425669,BS1405,8611,Yes,Wright Ave Opposite McCurdy Ave (8611),Accessible,CPD1574,200000733,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.629724699818695,44.631958601117354,425670,BS1314,8813,Yes,Walter Havill Dr Before Osborne St (8813),Non-Standard,CPD1485,300003462,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
